Genus	Species	SeedWeight_g
Centipeda	minima	0.0414g
Centipeda	nidiformis	0.0276g
Centipeda	pleiocephala	0.0256g
Centipeda	racemosa	0.0325688g
Centipeda	thespidioides	0.24g
Centranthus	amazonum	0.9076336g
Centranthus	lecoqii	2.1192g
Centranthus	longiflorus	3.1923g
Centranthus	ruber	1.77g
Centranthus	trinervis	0.818g
Centratherum	muticum	1.7952g
Centrolobium	minus	850.0g
Centrolobium	paraense	78.13g
Centromadia	fitchii	1.9428g
Centrosema	brasilianum	18.1228g
Centrosema	pascuorum	10.6384g
Centrosema	pubescens	26.52g
Centrosema	schottii	70.848g
Centrosema	virginianum	13.938g
Centrostachys	aquatica	17.029g
Cephalanthus	glabratus	3.9g
Cephalanthus	natalensis	5.2684g
Cephalanthus	occidentalis	2.8g
Cephalaralia	cephalobotrys	4g
Cephalaria	cedrorum	10.2856g
Cephalaria	dipsacoides	15.88g
Cephalaria	flava	4.9032g
Cephalaria	gigantea	17.0908g
Cephalaria	joppensis	5.61g
Cephalaria	joppica	5.6g
Cephalaria	leucantha	5.4g
Cephalaria	media	2.3984g
Cephalaria	microcephala	13.0g
Cephalaria	microdonta	3.9956g
Cephalaria	oblongifolia	5.0764g
Cephalaria	setosa	15.6g
Cephalaria	sp.	5.49g
Cephalaria	stellipilis	16.1452g
Cephalaria	syriaca	11.9715g
Cephalaria	tenella	7.947g
Cephalaria	transylvanica	11.3g
Cephalaria	uralensis	6.9892g
Cephalaria	zeyheriana	7.3688g
Cephalipterum	drummondii	7.223g
Cephalocroton	cordofanus	67.7568g
Cephalophyllum	caespitosum	212.6505747g
Cephalophyllum	compressum	92.0987654g
Cephalophyllum	confusum	0.1768g
Cephalophyllum	ebracteatum	51.548g
Cephalophyllum	fulleri	157.322g
Cephalophyllum	herrei	96.852g
Cephalophyllum	loreum	0.12g
Cephalophyllum	parvibracteatum	76.47g
Cephalophyllum	spissum	47.5374g
Cephalophyllum	spongiosum	0.1g
Cephalorrhynchus	tuberosus	1.3116g
Cerastium	alpinum	0.2828g
Cerastium	araraticum	0.4552g
Cerastium	argenteum	0.3876g
Cerastium	arvense	0.188g
Cerastium	banaticum	0.5092g
Cerastium	brachypetalum	0.05g
Cerastium	brachypetalum	0.0646g
Cerastium	brachypodum	0.066g
Cerastium	bungeanum	0.2448g
Cerastium	cerastoides	0.183g
Cerastium	comatum	0.04556g
Cerastium	dahuricum	0.836g
Cerastium	dichotomum	0.6g
Cerastium	diffusum	0.0682g
Cerastium	dubium	0.182g
Cerastium	fontanum	0.1536g
Cerastium	fontanum	0.0832g
Cerastium	fontanum	0.13g
Cerastium	fontanum	0.1088g
Cerastium	glomeratum	0.05g
Cerastium	holosteoides	0.18g
Cerastium	illyricum	0.0496g
Cerastium	kasbek	0.2284g
Cerastium	latifolium	0.35g
Cerastium	multiflorum	0.9824g
Cerastium	nemorale	0.2116g
Cerastium	nigrescens	0.41g
Cerastium	octandrum	0.214g
Cerastium	perfoliatum	0.3g
Cerastium	pumilum	0.18g
Cerastium	purpurascens	0.5968g
Cerastium	pusillum	0.2176g
Cerastium	ramosissimum	0.05g
Cerastium	ruderale	0.1148g
Cerastium	semidecandrum	0.04g
Cerastium	sp.	0.82g
Cerastium	supramontanum	0.364g
Cerastium	tauricum	0.0648g
Cerastium	tomentosum	0.9g
Cerastium	uniflorum	0.2556g
Cerastium	vulgatum	0.078g
Cerasus	mahaleb	85.7g
Ceratocarpus	arenarius	4.986g
Ceratogyne	obionoides	1.5182g
Ceratonia	oreothauma	42.79g
Ceratonia	siliqua	182g
Ceratopetalum	gummiferum	14.4g
Ceratotheca	integribracteata	2.2012g
Ceratotheca	sesamoides	1.25g
Ceratotheca	triloba	1.3477g
Cerbera	inflata	13000g
Cerbera	thevetia	385g
Cercidiphyllum	japonicum	0.5g
Cercidium	floridum	238g
Cercidium	macrum	82.383g
Cercidium	microphyllum	141.72g
Cercis	canadensis	24.6g
Cercis	chinensis	35.4g
Cercis	occidentalis	37g
Cercis	siliquastrum	22.03g
Cercis	siliquastrum	27.728g
Cercis	siliquastrum	43g
Cercocarpus	betuloides	19.6568g
Cercocarpus	betuloides	16.6g
Cercocarpus	breviflorus	7.7788g
Cercocarpus	fothergilloides	3.4968g
Cercocarpus	fothergilloides	9.22688g
Cercocarpus	intricatus	3.12g
Cercocarpus	ledifolius	10.55g
Cercocarpus	macrophyllus	26.958g
Cercocarpus	minutiflorus	12.631g
Cercocarpus	montanus	9.91g
Cercocarpus	montanus	3.3652g
Cereus	giganteus	1.1g
Cerinthe	glabra	6.2936g
Cerinthe	major	50.4g
Cerinthe	minor	14.1g
Cerinthe	palaestina	16.0616g
Cerinthe	retorta	56.6630137g
Ceriops	australis	1600g
Ceriops	decandra	2740g
Ceriops	tagal	3025g
Ceropegia	ballyana	9.8212g
Ceruana	pratensis	0.2488g
Cespedesia	macrophylla	0.2g
Cestrum	alternifolium	4.31g
Cestrum	aurantiacum	5.2848g
Cestrum	dumetorum	4.6g
Cestrum	laevigatum	6.3984g
Cestrum	nocturnum	3.236g
Cestrum	reflexum	50.0g
Cestrum	tomentosum	3.482g
Cevallia	sinuata	7.7g
Chadsia	flammea	48.7032g
Chadsia	grevei	23.8414g
Chadsia	grevei	25.63g
Chadsia	versicolor	31.509g
Chaenactis	alpina	1.2g
Chaenactis	artemisiifolia	0.58g
Chaenactis	douglasii	1.183g
Chaenactis	douglasii	1.485g
Chaenactis	fremonti	1.18g
Chaenactis	glabriuscula	0.43g
Chaenactis	glabriuscula	0.438g
Chaenactis	glabriuscula	0.524g
Chaenactis	glabriuscula	0.281g
Chaenactis	macrantha	0.492g
Chaenactis	stevioides	0.564g
Chaenactis	suffrutescens	2.688g
Chaenactis	xantiana	0.915g
Chaenomeles	japonica	40.0g
Chaenomeles	lagenaria	50.0g
Chaenorhinum	minus	0.0798g
Chaenorhinum	minus	0.07g
Chaerophyllum	angelicifolium	1.4128g
Chaerophyllum	aromaticum	15.27g
Chaerophyllum	aureum	8.1g
Chaerophyllum	bulbosum	2.2224g
Chaerophyllum	byzantinum	15.8816g
Chaerophyllum	hirsutum	3.44288g
Chaerophyllum	humile	2.6172g
Chaerophyllum	libanoticum	15.908g
Chaerophyllum	procumbens	4.399g
Chaerophyllum	roseum	4.7448g
Chaerophyllum	tainturieri	2.1g
Chaerophyllum	temulentum	1.88g
Chaerophyllum	temulum	2.2532g
Chaetadelpha	wheeleri	3.5486g
Chaetanthera	chilensis	1.0344g
Chaetanthera	chilensis	2.934g
Chaetanthera	euphrasioides	1.4546g
Chaetanthera	glabrata	0.8356g
Chaetanthera	glandulosa	1.4832g
Chaetanthera	incana	0.6088g
Chaetanthera	linearis	0.7324g
Chaetanthera	linearis	1.1164g
Chaetanthera	microphylla	0.68796g
Chaetanthera	moenchioides	1.32488g
Chaetocalyx	scandens	4.34g
Chaetopappa	asteroides	0.2394286g
Chaetopappa	ericoides	0.2428g
Chaetosciadium	trichospermum	1.0891g
Chamaebatiaria	millefolium	0.1856g
Chamaecrista	absus	19.7g
Chamaecrista	adiantifolia	0.112g
Chamaecrista	apoucouita	220.0g
Chamaecrista	biensis	3.5076g
Chamaecrista	caribaea	9.0648g
Chamaecrista	diphylla	2.58g
Chamaecrista	fagonioides	11.3892g
Chamaecrista	fasciculata	8.4g
Chamaecrista	greggii	13.895g
Chamaecrista	lateriticola	2.769g
Chamaecrista	lineata	4.1888g
Chamaecrista	mimosoides	2.59g
Chamaecrista	nictitans	2.2256g
Chamaecrista	nictitans	2.2g
Chamaecrista	nigricans	3.61g
Chamaecrista	parva	3.1508g
Chamaecrista	plumosa	2.9465517g
Chamaecrista	pratensis	1.81g
Chamaecrista	stricta	2.0676g
Chamaecrista	symonii	3.8474403g
Chamaecytisus	albus	4.594g
Chamaecytisus	palmensis	29.0924g
Chamaedaphne	calyculata	0.117g
Chamaemelum	nobile	0.11g
Chamaenerion	angustifolium	0.25g
Chamaerhodos	erecta	0.1824g
Chamaerhodos	nuttallii	0.27g
Chamaesaracha	coronopus	0.04g
Chamelaucium	axillare	23.96g
Chamelaucium	marchantii	28.5868g
Chamelaucium	uncinatum	24.4g
Chamissoa	altissima	3.0g
Chaptalia	integerrima	0.05g
Chardinia	orientalis	8.9g
Charianthus	purpureus	0.05664g
Chascanum	garipense	2.9696g
Chascanum	hildebrandtii	2.7656g
Chascanum	laetum	3.3963g
Chascanum	latifolium	22.572g
Chascanum	marrubiifolium	2.53g
Chassalia	bojeri	12.9835g
Chassalia	bojeri	8.872g
Chassalia	boryana	41.3084g
Chassalia	capitata	30.2039841g
Chassalia	coriacea	33.8508g
Chassalia	kolly	33.052g
Chassalia	umbraticola	16.8g
Cheiranthera	alternifolia	0.6416g
Cheiranthera	linearis	2.395g
Cheiridopsis	caroli-schmidtii	0.147g
Cheiridopsis	cigarettifera	0.05g
Cheiridopsis	namaquensis	0.0688g
Cheiridopsis	robusta	84.173g
Cheiridopsis	verrucosa	97.4831579g
Cheirolophus	arboreus	5.4248g
Cheirolophus	canariensis	6.0833333g
Chelone	barbata	2.6g
Chelone	glabra	0.576g
Chelone	lyonii	0.75624g
Chenopodium	album	0.6g
Chenopodium	ambrosioides	0.8g
Chenopodium	auricomum	0.442g
Chenopodium	berlandieri	1.6314g
Chenopodium	berlandieri	0.692g
Chenopodium	bonus-henricus	1.81g
Chenopodium	botrys	0.2g
Chenopodium	bushianum	1.45g
Chenopodium	californicum	2.644g
Chenopodium	capitatum	0.254g
Chenopodium	carinatum	0.0756g
Chenopodium	chenopodioides	0.201g
Chenopodium	cristatum	0.512g
Chenopodium	crusoeanum	1.1052g
Chenopodium	desertorum	0.361g
Chenopodium	desertorum	0.412g
Chenopodium	desertorum	0.9124g
Chenopodium	erosum	0.4156g
Chenopodium	fasciculosum	1.04524g
Chenopodium	ficifolium	0.4g
Chenopodium	foliosum	0.7g
Chenopodium	fremontii	0.395g
Chenopodium	frigidum	0.2492g
Chenopodium	giganteum	0.58g
Chenopodium	gigantospermum	1.0g
Chenopodium	glaucum	0.5096g
Chenopodium	glaucum	0.215g
Chenopodium	helenense	0.3552g
Chenopodium	hybridum	1.788g
Chenopodium	leptophyllum	0.5g
Chenopodium	macrospermum	0.37g
Chenopodium	melanocarpum	0.21g
Chenopodium	murale	0.5g
Chenopodium	nevadense	0.3824g
Chenopodium	opulifolium	0.6g
Chenopodium	papulosum	0.24g
Chenopodium	petiolare	1.064g
Chenopodium	polyspermum	0.3g
Chenopodium	procerum	0.405g
Chenopodium	quinoa	1.9g
Chenopodium	rubrum	0.2g
Chenopodium	sanctae-clarae	0.9476g
Chenopodium	simplex	2.3608g
Chenopodium	sosnowskyi	0.6608g
Chenopodium	sp.	3.5g
Chenopodium	standleyanum	0.667g
Chenopodium	strictum	0.319g
Chenopodium	suecicum	1.038g
Chenopodium	trigonum	0.4612g
Chenopodium	truncatum	0.159g
Chenopodium	urbicum	0.423g
Chenopodium	vulvaria	0.407g
Chevreulia	lycopodioides	0.074g
Chiliotrichum	diffusum	1.0534g
Chilopsis	linearis	8.177g
Chilopsis	linearis	6.6g
Chimaphila	maculata	0.0020g
Chimaphila	menziesii	0.0020g
Chimaphila	umbellata	7.388E-4g
Chimaphila	umbellata	0.0032g
Chiococca	alba	8.897g
Chionanthus	axillaris	421g
Chionanthus	caymanensis	30.9168g
Chionanthus	niloticus	259.4863158g
Chionanthus	ramiflorus	329.35g
Chionanthus	retusus	174.8608g
Chionanthus	virginica	462.03g
Chionanthus	virginicus	190.2g
Chirita	anachoreta	0.0148g
Chirita	dielsii	0.0064g
Chirita	macrophylla	0.0156g
Chirita	tamiana	0.01004g
Chironia	baccifera	0.638g
Chironia	jasminoides	0.2332g
Chironia	linoides	0.02g
Chironia	linoides	0.1752g
Chironia	palustris	0.0576g
Chisocheton	longistipitatus	3600g
Chloroleucon	mangense	58.0g
Chloroleucon	mangense	45g
Chlorophora	tinctoria	3g
Chloroxylon	swietenia	19g
Choerospondias	axillaris	2200g
Chondrilla	brevirostris	0.416g
Chondrilla	juncea	0.49g
Chondrilla	laticoronata	0.7116g
Chondrilla	lejosperma	0.786g
Chondrilla	urumoffii	1.2931624g
Choretrum	glomeratum	26.992g
Choretrum	spicatum	22.9708g
Chorisia	speciosa	141.18g
Chorispora	bungeana	1.4857759g
Chorispora	macropoda	2.2156g
Chorispora	purpurascens	76.21g
Chorispora	tenella	1.2g
Choristylis	rhamnoides	0.0644g
Chorizanthe	brevicornu	3.1g
Chorizanthe	brevicornu	2.7604g
Chorizanthe	cuspidata	0.2g
Chorizanthe	densa	1.6988g
Chorizanthe	deserticola	2.01852g
Chorizanthe	diffusa	0.4108g
Chorizanthe	douglasii	0.521g
Chorizanthe	fimbriata	2.0g
Chorizanthe	fimbriata	0.3806g
Chorizanthe	frankenioides	4.1908g
Chorizanthe	membranacea	1.541g
Chorizanthe	paniculata	4.752g
Chorizanthe	peduncularis	1.8172g
Chorizanthe	staticoides	0.436g
Chorizanthe	virgata	2.268g
Chorizema	dicksoni	5.3g
Chorizema	dicksonii	4.274g
Chorizema	humile	1.9816667g
Chorizema	ilicifolium	2.0g
Chorizema	parviflorum	1.2576087g
Chorizema	varium	4.9504g
Christiana	africana	52.2284g
Chromolaena	collina	0.2225g
Chromolaena	ivaefolia	0.08g
Chromolaena	laevigata	0.2996g
Chromolaena	lucayana	0.43668g
Chromolaena	odorata	2.4g
Chrozophora	brocchiana	14.4553785g
Chrozophora	oblongifolia	19.5026g
Chrozophora	senegalensis	11.2876g
Chrozophora	tinctoria	16g
Chrysactinia	mexicana	0.3841g
Chrysanthellum	indicum	0.4562g
Chrysanthemoides	incana	18.2g
Chrysanthemoides	monilifera	101.2088g
Chrysanthemoides	monilifera	94.1724g
Chrysanthemoides	monilifera	119.3784g
Chrysanthemoides	monilifera	58.1376g
Chrysanthemoides	monilifera	18.1g
Chrysanthemum	balsamita	0.2g
Chrysanthemum	carinatum	2.7g
Chrysanthemum	coronarium	1.7g
Chrysanthemum	indicum	0.36g
Chrysanthemum	leucanthemum	0.6g
Chrysanthemum	maximum	0.83g
Chrysanthemum	monilifera	9.3g
Chrysanthemum	myconis	0.32g
Chrysanthemum	oppositifolium	0.04g
Chrysanthemum	parthenium	0.02g
Chrysanthemum	roseum	1.57g
Chrysanthemum	segetum	1.82g
Chrysobalanus	icaco	2494.8g
Chrysocephalum	apiculatum	0.07g
Chrysocephalum	eremaeum	0.1008g
Chrysocephalum	gilesii	1.9924g
Chrysocephalum	pterochaetum	0.1716g
Chrysocephalum	semipapposum	0.0512g
Chrysochlamys	eclipes	89.8g
Chrysochlamys	ulei	112.5g
Chrysocoma	ciliata	0.247g
Chrysocoma	coma-aurea	0.45g
Chrysocoma	longifolia	0.2g
Chrysocoma	microphylla	0.5748g
Chrysocoma	obtusata	0.156g
Chrysolepis	chrysophylla	417.26g
Chrysolepis	chrysophylla	493.33g
Chrysolepis	sempervirens	221.996g
Chrysophyllum	argenteum	236.5g
Chrysophyllum	cainito	210g
Chrysophyllum	gonocarpum	5670.0g
Chrysophyllum	lanceolatum	1830.3909465g
Chrysophyllum	mexicanum	160.0g
Chrysophyllum	oliviforme	237.8680203g
Chrysophyllum	pomiferum	1817g
Chrysophyllum	sp.	2600g
Chrysopsis	foliosa	0.8g
Chrysopsis	lanuginosa	0.5432g
Chrysopsis	mariana	0.4884g
Chrysosplenium	alternifolium	0.058g
Chrysosplenium	americanum	0.149g
Chrysosplenium	grayanum	0.04g
Chrysosplenium	oppositifolium	0.1g
Chrysothamnus	greenei	1.0572g
Chrysothamnus	humilis	0.622g
Chrysothamnus	nauseosus	1.065g
Chrysothamnus	nauseosus	0.75g
Chrysothamnus	nauseosus	0.89g
Chrysothamnus	paniculatus	0.914g
Chrysothamnus	parryi	2.7g
Chrysothamnus	viscidiflorus	1.21g
Chrysothemis	friedrichsthaliana	0.044g
Chrysothemis	pulchella	0.0436g
Chthonocephalus	pseudevax	0.406g
Chukrasia	tabularis	11g
Chuquiraga	spinosa	6.3052g
Chuquiraga	ulicina	1.5432g
Cicendia	filiformis	0.0040g
Cicendia	quadrangularis	0.0080g
Cicer	anatolicum	54.3g
Cicer	arietinum	377.2g
Cicer	flexuosum	85.4216867g
Cicer	judaicum	20.0717647g
Cicer	montbretii	44.0384g
Cichorium	endivia	12.74g
Cichorium	intybus	5.5g
Cichorium	pumilum	73.7116g
Cicuta	angustifolia	0.61g
Cicuta	bulbifera	1.577g
Cicuta	douglasii	3.3g
Cicuta	maculata	2.3g
Cicuta	mexicana	4.1g
Cicuta	virosa	1.313g
Cienfuegosia	digatata	9.694g
Cinchona	calisaya	0.3004g
Cinchona	officinalis	0.4254g
Cineraria	deltoidea	0.376g
Cineraria	geifolia	0.674g
Cineraria	hybrida	0.23g
Cineraria	saxifraga	0.62748g
Cineraria	vallis-pacis	0.4332g
Cionosicyos	excisus	122.4g
Cionura	erecta	14.13g
Cipadessa	baccifera	5.619g
Circaea	alpina	0.307g
Circaea	alpina	0.5868g
Circaea	alpina	0.514g
Circaea	lutetiana	3.2828g
Circaea	lutetiana	2.2g
Circaea	quadrisulcata	2.0g
Cirsium	acarna	7.9g
Cirsium	acaule	4.4g
Cirsium	acaulos	3.71g
Cirsium	adjaricum	2.9861111g
Cirsium	alatum	1.0456g
Cirsium	altissimum	4.654g
Cirsium	andrewsii	4.462g
Cirsium	appendiculatum	2.9899g
Cirsium	arizonicum	11.848g
Cirsium	arvense	1.3g
Cirsium	brachycephalum	0.83g
Cirsium	brevistylum	1.724g
Cirsium	buchwaldii	3.6408g
Cirsium	bulgaricum	6.8828571g
Cirsium	candelabrum	1.7708g
Cirsium	canescens	13.41088g
Cirsium	canum	2.278g
Cirsium	carolinianum	2.7g
Cirsium	caucasicum	5.2376g
Cirsium	centaureae	5.49g
Cirsium	ciliatum	2.529912g
Cirsium	creticum	1.3788g
Cirsium	cymosum	5.593g
Cirsium	discolor	5.6612g
Cirsium	dissectum	2.3748g
Cirsium	douglasii	3.132g
Cirsium	drummondii	5.968g
Cirsium	eatonii	5.1624g
Cirsium	echinus	2.97g
Cirsium	edule	4.6656g
Cirsium	ehrenbergii	5.7668g
Cirsium	eriophorum	11.6g
Cirsium	eriophorum	9.596g
Cirsium	eriophorum	8.9506g
Cirsium	erisithales	3.0412g
Cirsium	esculentum	3.3672g
Cirsium	flodmanii	3.2224g
Cirsium	heterophyllum	1.9712g
Cirsium	heterotrichum	2.353g
Cirsium	hookerianum	5.928g
Cirsium	horridulum	5.1752g
Cirsium	hydrophilum	4.0g
Cirsium	hypoleucum	1.9572g
Cirsium	imereticum	4.5047619g
Cirsium	incanum	1.2688g
Cirsium	italicum	1.73g
Cirsium	kosmelii	10.2939227g
Cirsium	libanoticum	1.4128g
Cirsium	ligulare	7.3936g
Cirsium	megacephalum	6.7g
Cirsium	mexicanum	5.2678g
Cirsium	mohavense	3.8936g
Cirsium	muticum	2.723g
Cirsium	neomexicanum	5.4744g
Cirsium	occidentale	14.479g
Cirsium	occidentale	14.069g
Cirsium	occidentale	6.903g
Cirsium	occidentale	10.131g
Cirsium	oleraceum	2.3344g
Cirsium	osseticum	1.95g
Cirsium	palustre	1.73g
Cirsium	pannonicum	2.33g
Cirsium	phyllocephalum	7.8g
Cirsium	pinetorum	6.6468g
Cirsium	pugnax	11.5g
Cirsium	pumilum	3.754g
Cirsium	quercetorum	7.3936g
Cirsium	rivulare	2.3092g
Cirsium	scariosum	8.218g
Cirsium	shansiense	4.4904g
Cirsium	sp.	3.63g
Cirsium	spinosissimum	2.8964g
Cirsium	subniveum	8.7044g
Cirsium	tanakae	2.29g
Cirsium	texanum	2.8268g
Cirsium	tuberosum	3.044g
Cirsium	undulatum	5.3g
Cirsium	undulatum	4.9g
Cirsium	vulgare	2.9g
Cissus	alata	17.55g
Cissus	antandroy	78.212g
Cissus	antarctica	65.4g
Cissus	aralioides	118.2196g
Cissus	aralioides	223.1258g
Cissus	cactiformis	47.8508g
Cissus	cornifolia	177.685g
Cissus	corylifolia	69.8287671g
Cissus	doeringii	43.9125g
Cissus	egestosa	84.388664g
Cissus	erosa	12.89g
Cissus	floribunda	46.0408g
Cissus	grisea	83.9784946g
Cissus	hypoglauca	39.11g
Cissus	integrifolia	448.5658854g
Cissus	microcarpa	75g
Cissus	microdonta	209.204g
Cissus	oblonga	56.52g
Cissus	oliveri	53.1329365g
Cissus	palmatifida	67.9575g
Cissus	penninervis	66g
Cissus	petiolata	60.6229329g
Cissus	populnea	520.0g
Cissus	producta	66.08g
Cissus	pseudosicyoides	75.0g
Cissus	quadrangularis	55.1828g
Cissus	quadrangularis	87.274g
Cissus	repens	32g
Cissus	rhodotricha	33.45g
Cissus	rhombifolia	48.0g
Cissus	rotundifolia	60.8068g
Cissus	rotundifolia	85.9089g
Cissus	rubiginosa	42.25216g
Cissus	senegalensis	54.9873194g
Cissus	sicyoides	31g
Cissus	trifoliata	50.9956g
Cistanche	mongolica	0.0448g
Cistanche	salsa	0.084g
Cistanche	tubulosa	0.052g
Cistus	albidus	1.1122g
Cistus	brevifolius	1.3384g
Cistus	chinamadensis	0.4836g
Cistus	clusii	0.2156g
Cistus	clusii	32g
Cistus	creticus	0.7164g
Cistus	creticus	0.676g
Cistus	crispus	0.471g
Cistus	incanus	1.0656g
Cistus	incanus	0.85g
Cistus	ladanifer	0.28g
Cistus	laurifolius	0.8g
Cistus	libanotis	24.2816g
Cistus	monspeliensis	0.91g
Cistus	munbyi	1.0396g
Cistus	parviflorus	0.8g
Cistus	populifolius	1.6868g
Cistus	salviifolius	1.1g
Cistus	villosus	0.9g
Citharexylum	affine	27.0g
Citharexylum	berlandieri	25.91g
Citharexylum	brachyanthum	13.7036g
Citharexylum	lycioides	24.812g
Citharexylum	mexicanum	18.0264g
Citharexylum	oleinum	32.56g
Citharexylum	poeppigii	27.0g
Citharexylum	rosei	20.0212g
Citharexylum	spinosum	79.7972g
Citharexylum	tetramerum	25.772g
Citronella	smythii	310g
Citropsis	daweana	125.48g
Citrullus	colocynthis	35.97g
Citrullus	ecirrhosus	60.059g
Citrullus	lanatus	83g
Citrullus	rehmii	41.7572g
Citrullus	vulgaris	70.9g
Citrus	aurantifolia	77.82g
Citrus	aurantium	211.09g
Citrus	citrange	192.31g
Citrus	garrawayi	22.9g
Citrus	grandis	163.93g
Citrus	limon	118.04g
Citrus	nobilis	236.41g
Citrus	reticulata	55.31g
Citrus	sinensis	118.04g
Citrus	sinensis	30.59g
Citrus	trifoliata	140.85g
Cladochaeta	candidissima	0.5223629g
Cladrastis	kentukea	43.1792g
Cladrastis	lutea	39g
Cladrastis	sinensis	31.2656g
Claoxylon	linostachys	10.0205556g
Clappertonia	ficifolia	1.6188g
Clarisia	biflora	690.0g
Clarisia	biflora	2600g
Clarisia	ilicifolia	795.0g
Clarisia	racemosa	2500.0g
Clarkia	amoena	0.431g
Clarkia	amoena	0.351g
Clarkia	amoena	0.4g
Clarkia	biloba	0.183g
Clarkia	biloba	0.154g
Clarkia	bottae	0.141g
Clarkia	breweri	0.333g
Clarkia	concinna	4.745g
Clarkia	cylindrica	0.202g
Clarkia	davyi	0.287g
Clarkia	delicata	0.122g
Clarkia	dudleyana	0.206g
Clarkia	elegans	0.4g
Clarkia	epilobioides	0.12g
Clarkia	gracilis	0.431g
Clarkia	gracilis	64.12312g
Clarkia	lewisii	0.1936g
Clarkia	mildrediae	0.759g
Clarkia	purpurea	0.29g
Clarkia	purpurea	0.706g
Clarkia	purpurea	0.12g
Clarkia	rhomboidea	0.388g
Clarkia	rubicunda	0.38g
Clarkia	speciosa	0.192g
Clarkia	tenella	0.1988g
Clarkia	tenella	0.241g
Clarkia	unguiculata	0.32g
Clarkia	virgata	0.464g
Clarkia	williamsonii	0.531g
Clarkia	xantiana	0.125g
Clathrotropis	macrocarpa	34785.0g
Clathrotropis	nitida	153.0g
Clausena	anisata	78.7846g
Clausena	anisata	108.9292g
Clausena	brevistyla	72g
Clavija	elliptica	393.0g
Clavija	tarapotana	357.0g
Cleistocalyx	operculatus	94.5g
Cleome	amblyocarpa	2.828g
Cleome	amblyocarpa	2.714g
Cleome	angustifolia	1.434g
Cleome	angustifolia	0.9468g
Cleome	arabica	1.7g
Cleome	austroarabica	0.1132g
Cleome	brachycarpa	0.186g
Cleome	carnosa	0.1288g
Cleome	chilensis	2.4396g
Cleome	cleomoides	0.8098485g
Cleome	daghestanica	1.0716g
Cleome	densifolia	2.0095588g
Cleome	diandra	0.9g
Cleome	droserifolia	0.17g
Cleome	fimbriata	0.127g
Cleome	foliosa	0.2001g
Cleome	foliosa	0.2996g
Cleome	foliosa	0.1956g
Cleome	gynandra	0.9g
Cleome	hirta	3.65g
Cleome	iberica	1.506g
Cleome	kalachariensis	0.51g
Cleome	laburnifolia	0.43764g
Cleome	lutea	3.106g
Cleome	macrophylla	2.4256g
Cleome	microaustralica	0.5448g
Cleome	monophylla	1.79g
Cleome	multicaulis	1.1588g
Cleome	oxalidea	0.21672g
Cleome	paradoxa	1.0164g
Cleome	pilosa	2.0g
Cleome	platycarpa	5.6612g
Cleome	polyanthera	0.2064g
Cleome	pungens	1.82g
Cleome	quinquenervia	0.1176g
Cleome	ramosissima	1.7016g
Cleome	rubella	1.359g
Cleome	rupicola	1.5508g
Cleome	semitetrandra	0.3328g
Cleome	serrulata	6.1g
Cleome	sonorae	6.0g
Cleome	spinosa	2g
Cleome	steveniana	1.2464g
Cleome	strigosa	0.5612g
